,loss,mae,mse,val_loss,val_mae,val_mse
137,2.147744678463491,1.1472749,2.1477451,1.6523172855377197,1.1769717,1.8481174
138,2.067321883603221,1.1521502,2.0673223,3.892203211784363,1.6816709,3.8772278
139,2.116359846873416,1.1538442,2.1163604,1.1103590726852417,0.80937696,1.0921446
140,1.986448320752335,1.1115177,1.9864483,1.434148132801056,1.1013614,1.6499116
141,2.0591221853854162,1.1498233,2.0591226,1.406799852848053,1.0516067,1.4956516
142,2.0774103486466977,1.1402868,2.07741,1.265429675579071,0.98782974,1.3497206
143,2.0045362848729367,1.1240671,2.0045366,0.7672727704048157,0.7952607,1.0522943
144,2.028168799621718,1.1416537,2.028169,0.7460034117102623,0.78767776,1.0383323
145,1.9973466123735149,1.1289454,1.9973459,1.2497102618217468,0.9829302,1.331193
146,1.97619663578059,1.1164566,1.9761966,1.5823068618774414,1.0720354,1.537144
147,1.9735975964734005,1.1116271,1.9735981,2.302597403526306,1.3466443,2.436209
148,1.995150756179577,1.1380172,1.9951508,4.23364520072937,1.6903288,4.3059974
149,2.0045785678639296,1.1291683,2.004578,1.1285566687583923,0.8904104,1.1910536
150,1.926805805858402,1.0966654,1.9268055,0.9387253820896149,0.75546384,0.9724242
151,1.9381913106652007,1.1101935,1.9381917,1.4984302520751953,1.0021992,1.4345484
152,1.9909080556106,1.1246125,1.9909077,4.665170907974243,1.6034323,3.8675053
153,1.8658010658349782,1.0972822,1.8658011,1.405645728111267,0.8585076,1.0763218
154,1.902299339365628,1.1000748,1.9022993,4.120684862136841,1.6865247,4.0637217
155,1.9467515567288038,1.1051604,1.9467521,1.1634947657585144,0.82258743,1.0189217
156,1.8646162733849552,1.0834107,1.8646165,3.094347596168518,1.5635976,3.4250069
157,1.8968580107958544,1.0975008,1.8968588,1.4891982972621918,0.85446435,1.0880665
158,1.8738269893127302,1.0810233,1.8738272,0.7016639113426208,0.72658634,0.91299325
159,1.8880688165211015,1.087267,1.8880692,0.9126122295856476,0.72106564,0.91512966
160,1.8571989540424612,1.0827626,1.8571995,2.1798425912857056,1.3046368,2.2686353
161,1.8753116796650584,1.0916924,1.8753117,1.214981734752655,0.8994144,1.1705014
162,1.8139570748049116,1.0818402,1.8139571,1.0750206112861633,0.88543004,1.1387494
163,1.811410987424472,1.0688603,1.8114117,3.9791587591171265,1.5922396,3.8093514
164,1.8108501521249611,1.0709863,1.8108498,1.5887010097503662,1.043182,1.4483994
165,1.8386828866565512,1.0745339,1.8386832,0.8781828582286835,0.7133844,0.87842077
166,1.8898180088708325,1.076417,1.8898178,1.3131545186042786,0.9729959,1.3371596
167,1.7829980608667173,1.0726908,1.7829977,0.7292053997516632,0.7699105,0.9389894
168,1.8498524410561437,1.0761002,1.8498526,1.2233750820159912,0.8677867,1.0856923
169,1.7658628018365965,1.0526577,1.7658623,1.7558218240737915,1.0942855,1.6992251
170,1.8083581147449357,1.0725045,1.808358,0.9261314272880554,0.74479926,0.8702839
171,1.747308935940502,1.0489637,1.7473089,0.7590326070785522,0.75531006,0.8819526
172,1.7664140664809753,1.042038,1.7664145,0.9817846119403839,0.9027963,1.1622957
173,1.8062802251310102,1.0748774,1.8062795,2.033177137374878,1.1832714,1.9711914
174,1.7574096643735493,1.037986,1.7574095,4.853163719177246,1.7650388,4.848684
175,1.728505042337236,1.040384,1.7285057,2.7517062425613403,1.4316659,2.842435
176,1.7745491346965234,1.058912,1.7745489,0.7797591984272003,0.756794,0.8996034
177,1.7314207970741249,1.0429355,1.7314215,1.1472667455673218,0.82910675,0.96130186
178,1.7230274821853353,1.0377392,1.7230275,1.5457011461257935,1.152768,1.7231202
179,1.7397135881973165,1.056651,1.7397138,1.6135694980621338,1.1596543,1.7508084
180,1.7015238846282636,1.0316399,1.701524,2.3546100854873657,1.3858898,2.6173043
181,1.705955018895486,1.0495995,1.7059551,4.371668219566345,1.6014102,3.7007704
182,1.6920583915438443,1.0423323,1.6920582,1.2200623154640198,0.96400416,1.2408341
183,1.7062941379845142,1.0389432,1.706294,2.715534210205078,1.3834765,2.624484
184,1.6312310950801012,1.0068129,1.6312314,0.9772507846355438,0.8677469,1.015401
185,1.7012878844425792,1.0374607,1.7012881,1.4675135612487793,1.0416732,1.5069888
186,1.697725521223176,1.0439925,1.697726,0.8210960626602173,0.6995372,0.78095824
187,1.7100017212686085,1.0244292,1.7100016,0.7535043060779572,0.6805868,0.76568204
188,1.691370717619383,1.0273983,1.6913708,1.142858624458313,0.9198985,1.1321368
189,1.6897262140576328,1.013851,1.689726,2.8791340589523315,1.4949106,3.178396
190,1.6717342332537686,1.0331914,1.6717343,1.1167628169059753,0.94028634,1.223741
191,1.680117897630211,1.018921,1.680118,0.7667291462421417,0.7872907,0.8679894
192,1.6002431272100361,0.9846578,1.6002427,1.3137811422348022,0.96265167,1.2409164
193,1.632837845662993,1.018559,1.6328377,4.079222679138184,1.6186281,4.0250397
194,1.7030026377252643,1.0164253,1.7030027,0.8641656637191772,0.6665177,0.7487688
195,1.6117363614991072,0.99349344,1.6117362,1.2848014831542969,0.96822387,1.2424794
196,1.591006055651676,1.000393,1.5910058,0.7790340185165405,0.67508,0.7565836
197,1.6314707928824992,1.015094,1.6314704,0.6218077540397644,0.6805635,0.76162076
198,1.6283147713199022,1.0085993,1.6283145,0.9642056822776794,0.69536227,0.74243623
199,1.6204154159991988,1.0087435,1.6204158,0.7292520701885223,0.6711641,0.72231805
